user,dream_job,matched_skills,missing_skills,timestamp
user123@gmail.com,Database Admin,0,18,2025-08-01 14:39:42.228
user123@gmail.com,Data Analyst,0,18,2025-08-04 12:23:05.473
preeti123@gmail.com,Web Developer,0,19,2025-08-14 18:18:23.117
preeti123@gmail.com,Web Developer,3,2,2025-08-14 18:33:42.254
preeti123@gmail.com,Database Admin,2,3,2025-08-14 18:35:03.199
preeti123@gmail.com,Database Admin,2,3,2025-08-14 18:38:40.424
user123@gmail.com,Database Admin,2,3,2025-08-19 20:48:11.762
user123@gmail.com,Data Analyst,3,2,2025-08-19 20:48:31.035
preeti123@gmail.com,Web Developer,2,3,2025-08-22 11:49:55.187
preeti123@gmail.com,Web Developer,3,2,2025-08-22 11:50:18.085
preeti123@gmail.com,Web Developer,2,3,2025-08-22 11:57:37.718
preeti123@gmail.com,Data Analyst,2,3,2025-08-22 11:58:02.774
user123@gmail.com,Web Developer,3,2,2025-08-25 10:49:43.229
user123@gmail.com,Web Developer,3,2,2025-08-25 11:00:15.567
user123@gmail.com,Web Developer,3,2,2025-08-25 11:00:56.841
user123@gmail.com,Web Developer,3,2,2025-08-25 11:30:24.415
user123@gmail.com,Web Developer,3,2,2025-08-25 11:43:04.896
user123@gmail.com,Web Developer,3,2,2025-08-25 11:49:33.555
user123@gmail.com,Web Developer,3,2,2025-08-25 11:49:59.144
user123@gmail.com,Web Developer,3,2,2025-08-25 11:50:38.134
ankita123@gmail.com,Data Analyst,3,2,2025-08-25 13:24:28.133
ankita123@gmail.com,Data Analyst,1,4,2025-08-25 13:34:03.234
ankita123@gmail.com,Data Analyst,1,4,2025-08-25 15:15:28.068
ankita123@gmail.com,Data Analyst,1,4,2025-08-25 15:15:54.799
ankita123@gmail.com,Data Analyst,1,4,2025-08-25 18:55:48.975
ankita123@gmail.com,Data Analyst,1,4,2025-08-25 18:56:09.003
ankita123@gmail.com,Data Analyst,1,4,2025-08-25 19:44:53.191
ankita123@gmail.com,Data Analyst,1,4,2025-08-25 19:46:18.179
ankita123@gmail.com,Data Analyst,1,4,2025-08-25 20:11:10.247
ankita123@gmail.com,Data Analyst,1,4,2025-08-25 20:11:45.307
ankita123@gmail.com,Data Analyst,1,4,2025-08-25 20:12:32.411
ankita123@gmail.com,Data Analyst,1,4,2025-08-25 20:13:44.123
user123@gmail.com,Data Analyst,3,2,2025-08-26 10:23:05.949
user123@gmail.com,Data Analyst,3,2,2025-08-28 21:13:05.229
user123@gmail.com,Web Developer,0,5,2025-11-18 21:33:28.862
user123@gmail.com,Data Analyst,0,0,2025-11-19 12:00:15.026
